Experience,Certifications,PG,Graduation,Linkedin,Github,Metro,LinkCount,CPP,SQL,GIT,WEB,class
2,1,0,0,0,0,1,0,0,0,0,0,C
1,2,0,0,0,0,0,4,1,0,1,0,B
2,0,0,0,0,0,0,0,0,1,0,0,C
2,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,1,1,1,0,C
19,0,0,0,0,0,0,0,0,0,0,0,B
2,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,1,0,0,0,0,0,C
2,0,0,0,0,0,1,0,0,0,0,0,C
1,5,0,0,1,0,0,4,0,0,0,0,B
1,0,0,1,0,0,1,0,0,0,0,0,C
3,0,0,1,0,0,1,0,0,1,1,0,B
1,0,0,1,1,0,1,6,1,0,1,0,A
1,0,0,0,0,0,1,0,0,0,0,0,D
2,0,0,0,1,0,1,2,0,1,0,0,B
6,0,0,1,0,0,0,0,0,0,0,0,B
2,0,0,0,0,0,0,0,0,1,0,0,C
2,0,0,1,0,0,0,0,1,0,0,0,C
1,0,0,0,0,0,0,0,0,0,1,1,C
3,0,0,0,1,0,0,2,1,0,1,1,B
1,0,0,0,0,0,0,2,0,1,0,1,C
3,1,0,0,0,0,0,2,0,0,0,0,C
2,0,0,1,1,0,0,2,0,0,0,0,C
2,0,0,0,0,0,0,0,0,0,0,0,D
3,0,0,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,1,0,0,1,0,1,C
4,2,0,0,0,0,0,0,0,0,0,1,B
3,0,0,1,0,0,0,0,0,0,1,0,C
3,0,0,1,0,0,0,0,0,1,0,0,C
2,0,0,0,0,0,0,2,0,1,0,1,C
2,0,0,1,0,0,0,2,1,0,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
3,0,0,1,1,0,1,2,1,0,0,1,A
1,0,0,0,0,0,1,0,0,0,0,0,D
3,0,0,1,0,0,1,0,0,1,0,1,B
1,0,0,1,0,0,0,0,1,0,0,0,C
2,0,0,1,0,0,0,0,0,1,0,0,C
1,0,0,1,0,0,0,4,1,1,0,0,B
2,0,0,1,0,0,0,0,0,1,0,1,C
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,0,0,1,0,0,0,1,1,C
3,0,0,0,1,0,1,4,0,0,0,1,A
1,2,0,0,1,0,1,2,0,0,0,0,B
1,0,0,0,0,1,1,2,1,0,0,1,B
1,0,0,1,1,0,0,4,1,1,0,1,A
2,0,0,0,0,0,0,10,0,0,0,0,B
2,6,0,0,0,0,1,2,0,0,0,0,B
2,0,0,0,0,0,1,0,0,0,0,0,C
7,0,0,1,1,0,0,2,1,0,0,0,A
1,0,0,0,1,0,0,4,0,1,0,1,B
4,0,0,0,1,0,0,2,0,1,0,0,B
3,0,0,0,1,0,0,4,1,1,1,0,A
1,0,0,0,1,0,0,6,0,0,0,0,B
3,0,0,0,0,0,0,2,1,0,0,0,C
7,0,0,0,0,0,1,0,0,0,0,0,B
2,0,0,1,0,0,1,0,0,1,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
4,0,0,0,0,0,0,2,0,0,0,0,C
4,0,0,0,0,0,0,2,0,0,0,0,C
2,0,0,1,0,0,0,0,0,0,0,1,C
1,0,0,1,0,0,1,0,0,0,0,1,C
1,0,0,1,0,0,1,0,0,0,0,0,C
4,0,0,1,0,0,1,0,0,1,0,0,B
7,0,0,1,0,0,1,0,0,0,0,0,B
2,3,0,0,1,0,1,2,1,0,1,1,A
3,0,0,0,1,0,1,2,0,0,1,1,B
3,0,0,0,0,0,1,0,0,0,0,0,C
2,0,0,0,1,0,0,6,0,0,0,0,B
1,0,0,0,0,0,1,2,0,0,1,0,C
2,0,0,0,0,0,0,0,1,0,0,0,C
3,0,0,0,0,0,0,0,0,0,0,0,C
2,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,1,0,0,6,0,0,0,1,A
1,0,0,0,0,0,0,2,0,0,0,0,C
1,4,0,1,0,0,1,4,0,0,0,0,B
1,0,0,1,0,0,0,4,0,0,0,0,C
1,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,1,0,0,2,0,0,0,0,C
3,0,0,1,0,0,0,0,0,0,0,0,C
3,0,0,0,0,0,0,0,0,0,0,0,C
5,0,0,0,0,0,0,0,0,1,0,0,C
1,0,0,0,0,0,0,4,0,1,1,0,B
1,0,0,0,0,0,1,0,0,0,1,0,C
2,0,0,0,0,0,1,2,0,0,0,1,C
7,0,0,1,0,0,0,10,0,1,1,0,A
2,0,0,1,0,0,1,4,1,0,0,0,B
1,0,0,0,0,0,1,0,1,0,1,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
1,0,0,0,0,0,1,0,0,1,1,0,C
7,0,0,0,1,0,0,4,1,1,0,0,A
2,0,0,1,1,0,0,2,1,1,0,1,B
3,0,0,0,0,0,0,0,0,0,0,0,C
5,0,0,0,0,0,0,0,0,0,0,0,C
2,0,0,1,0,0,0,0,0,0,0,1,C
6,0,0,1,1,0,1,2,1,1,0,0,A
1,0,0,0,0,0,0,0,1,0,0,0,D
6,0,0,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,1,0,0,0,0,0,0,0,0,D
5,0,0,0,0,0,0,0,0,0,1,0,C
3,1,0,1,0,0,0,0,0,0,0,0,C
2,0,0,0,1,0,0,2,0,1,0,1,B
1,0,0,1,0,0,0,0,0,1,0,0,C
3,0,0,0,0,0,0,0,0,0,0,1,C
1,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
2,0,0,0,1,0,1,2,0,0,0,0,C
2,0,0,1,0,0,0,0,0,0,0,1,C
6,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,1,0,0,2,0,1,0,1,B
7,0,0,1,0,0,1,0,0,1,0,0,A
3,0,0,1,0,0,1,0,0,1,1,1,B
1,0,0,0,0,0,1,2,1,0,0,0,C
1,0,0,0,0,0,0,0,0,1,0,0,D
1,0,0,0,0,0,1,0,0,0,0,0,D
4,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,0,0,0,0,1,1,C
2,0,0,0,0,0,1,0,0,0,0,0,C
2,0,0,0,0,0,1,2,0,0,0,0,C
4,0,0,0,0,0,1,0,0,0,0,0,C
3,0,0,0,0,0,1,2,0,1,1,0,B
1,0,0,0,0,0,1,10,0,0,0,0,B
2,0,0,0,0,0,0,4,0,0,0,0,C
1,0,0,0,1,0,1,2,0,0,0,0,C
2,0,0,0,0,0,1,2,0,0,0,0,C
1,0,0,1,0,0,0,0,0,0,0,1,C
4,0,0,1,0,0,0,0,0,1,1,1,B
4,0,1,1,0,0,0,0,1,0,0,1,A
6,0,0,0,1,0,1,2,0,1,0,0,A
1,0,0,0,1,0,1,4,0,0,1,1,B
1,0,0,0,0,0,1,0,0,0,0,0,D
3,0,0,1,1,0,1,2,1,1,1,1,A
4,0,0,0,1,0,1,4,0,0,0,0,B
2,0,0,0,1,0,0,2,0,0,0,1,C
1,0,0,0,0,0,0,0,0,1,1,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
1,0,0,1,0,0,0,0,0,0,0,0,D
3,0,0,1,0,0,0,0,0,0,0,0,C
2,0,0,0,0,0,0,2,0,0,0,0,C
4,0,0,0,0,0,1,4,0,1,0,1,A
1,0,0,1,0,0,0,0,0,1,0,0,C
1,0,0,1,0,0,1,0,1,0,0,0,C
5,0,0,0,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,1,4,1,0,1,0,B
10,0,1,0,0,0,0,0,0,0,0,0,B
3,0,0,0,0,0,1,4,0,0,0,0,B
1,2,0,0,0,0,1,0,0,0,0,0,C
2,0,0,0,0,0,0,4,0,0,0,0,C
2,0,0,1,0,0,0,0,0,0,0,0,C
2,1,0,1,0,0,1,0,0,0,0,0,C
2,0,0,0,0,0,0,0,0,0,0,0,D
3,0,0,1,0,0,0,0,0,0,0,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
3,1,1,1,1,0,0,2,1,1,0,0,A
3,0,0,1,0,0,1,0,0,0,0,0,C
2,2,0,0,0,0,0,0,1,0,0,0,C
1,1,0,0,0,0,0,0,1,0,0,0,C
2,2,0,0,0,0,0,0,1,0,0,0,C
5,0,0,0,1,0,0,4,0,1,0,0,A
1,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,0,0,0,0,0,0,0,0,1,D
2,0,0,1,0,0,1,0,0,0,0,0,C
4,0,0,0,0,0,0,2,0,0,0,0,C
3,0,0,0,0,0,0,0,0,1,0,1,C
1,0,0,1,0,0,1,0,0,1,1,1,C
1,3,0,1,0,0,1,0,0,0,0,0,C
5,0,0,0,0,0,0,0,1,0,0,0,C
3,0,0,0,0,0,1,0,0,1,0,0,C
4,0,0,1,1,0,0,4,0,0,0,0,B
2,0,0,0,0,0,1,0,0,0,0,0,C
8,2,0,0,0,0,0,0,0,0,0,0,B
1,0,1,0,1,0,0,4,0,1,1,1,A
1,0,0,1,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,0,0,0,0,1,1,C
4,0,0,1,0,0,0,4,0,0,0,0,B
1,1,0,0,0,0,0,2,0,0,0,0,C
2,0,0,1,0,0,0,0,1,0,0,1,C
3,0,0,0,0,0,0,0,0,1,0,1,C
2,0,0,0,0,0,0,0,0,0,0,0,D
3,0,0,0,0,0,0,2,0,0,1,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,1,0,0,4,0,0,0,0,C
6,0,0,0,0,0,1,0,0,0,0,0,B
2,0,0,0,1,0,0,2,0,1,0,1,B
3,0,0,0,1,0,1,2,1,1,1,1,A
1,0,0,0,1,1,1,4,0,1,0,0,B
3,0,0,1,0,0,0,0,0,1,0,1,C
7,0,0,1,0,0,0,0,0,0,0,0,B
10,0,0,0,0,0,0,2,0,0,0,0,B
4,0,0,1,0,0,0,2,0,0,0,0,B
1,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,0,2,0,0,0,1,C
3,0,0,0,0,0,1,0,0,0,0,0,C
2,0,0,0,1,0,1,2,0,0,0,1,B
2,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,0,0,0,1,0,1,C
4,0,0,0,0,0,0,0,0,0,0,0,C
2,0,0,0,1,0,1,4,1,1,0,1,A
2,0,0,0,0,0,0,4,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,1,1,0,0,2,1,1,1,1,A
6,0,0,0,0,0,0,0,0,1,0,0,B
3,0,0,0,0,0,1,0,0,1,1,0,C
3,0,0,1,0,0,0,4,0,1,1,0,A
2,0,0,0,0,0,0,0,0,1,0,1,C
1,0,0,1,0,0,1,0,0,0,0,0,C
2,0,0,0,1,0,1,2,1,1,0,1,B
4,5,0,0,1,0,1,4,0,1,1,0,A
3,0,0,0,0,0,0,0,1,0,0,0,C
0,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,1,0,1,0,2,1,0,0,0,B
5,5,0,1,0,0,0,0,1,0,0,0,A
1,0,0,0,0,0,0,2,0,0,0,0,C
4,0,0,1,0,0,0,2,0,0,0,1,B
3,1,0,0,1,0,0,2,0,1,0,0,B
4,0,1,0,1,0,1,6,0,0,0,0,B
6,0,0,0,0,0,1,0,0,0,0,0,B
3,0,1,0,0,0,0,0,0,0,0,0,C
6,0,0,0,0,0,0,0,1,0,0,0,B
2,0,0,1,0,0,1,4,1,1,0,0,A
5,0,0,1,0,0,0,0,0,0,0,0,C
3,0,1,0,0,1,0,2,1,0,1,0,A
1,0,0,0,0,0,0,0,1,0,0,0,D
2,0,0,1,0,0,1,0,0,1,0,0,C
2,2,0,0,1,0,0,4,0,1,0,1,A
2,1,0,1,0,0,1,0,0,0,0,1,C
6,0,0,0,0,0,0,0,0,0,1,0,B
1,0,0,0,1,0,0,2,1,0,0,1,C
3,0,0,0,0,0,0,0,0,0,0,0,C
1,1,0,0,1,0,0,2,1,0,0,0,C
2,0,0,1,0,0,1,0,0,0,1,0,C
2,0,0,1,0,0,0,0,1,0,0,1,C
6,0,0,0,0,0,1,2,0,0,1,1,A
1,0,0,0,0,0,1,2,0,1,0,0,C
3,0,0,0,1,0,0,4,0,0,0,0,B
4,3,1,1,0,0,0,2,0,1,0,0,A
4,0,0,1,0,0,0,0,0,0,0,1,C
2,0,0,0,0,0,0,0,0,0,0,0,D
4,0,0,1,0,0,1,2,0,0,0,0,B
1,3,0,0,0,0,0,0,0,1,0,0,C
2,0,0,1,0,0,1,0,0,0,0,0,C
9,0,0,0,0,0,0,0,0,1,0,0,A
3,1,0,0,1,0,0,2,0,1,1,0,B
5,0,0,0,0,0,1,0,0,1,0,0,B
1,3,0,0,0,0,0,0,1,1,0,1,B
4,0,0,0,0,0,1,0,0,0,0,1,C
6,0,0,0,0,0,0,0,0,0,1,0,B
4,7,0,0,1,0,1,2,1,1,1,0,A
4,2,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,1,0,1,2,0,1,1,1,A
7,0,0,1,0,0,1,0,0,0,0,0,B
1,0,0,1,0,0,0,0,0,0,0,0,D
12,0,0,0,0,0,0,0,1,0,0,1,A
5,0,0,0,0,0,0,0,0,1,1,1,B
1,0,0,1,0,0,1,0,0,0,0,0,C
13,0,0,1,0,0,0,0,0,0,1,0,A
1,0,0,0,0,0,0,0,1,0,1,0,C
1,0,0,0,0,0,0,0,1,0,1,0,C
1,0,0,0,1,0,1,2,0,0,0,0,C
3,0,0,0,0,0,1,0,0,0,0,1,C
5,2,0,0,0,0,1,0,0,1,0,1,A
10,0,0,1,0,0,1,0,0,0,0,0,B
3,0,0,0,0,0,0,0,0,0,0,1,C
4,0,0,1,0,0,1,0,0,0,0,0,C
3,0,0,1,0,0,0,0,0,0,0,0,C
3,0,0,0,0,0,0,4,0,1,0,0,B
5,0,0,0,0,0,1,0,0,1,0,1,B
3,0,0,0,0,0,0,2,0,1,0,0,C
3,0,0,0,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,1,0,0,0,D
2,0,0,1,0,0,1,0,1,0,1,0,C
3,0,0,1,0,0,0,0,0,0,0,0,C
8,0,0,0,0,0,0,0,1,0,0,1,A
0,0,0,1,1,0,0,2,0,0,1,0,C
1,0,0,1,0,0,1,2,0,1,0,1,B
5,0,0,0,0,0,0,0,0,0,0,0,C
3,0,0,0,0,0,0,0,0,0,0,0,C
3,0,0,0,0,0,1,0,0,0,0,0,C
0,1,0,1,0,0,1,0,0,1,1,1,C
2,0,0,0,0,1,0,4,1,0,0,0,B
2,0,0,1,0,0,0,0,0,0,0,0,C
4,0,0,1,0,0,0,0,1,1,1,1,B
3,0,0,0,0,0,0,0,0,0,0,0,C
5,0,0,1,0,0,1,4,0,0,1,0,A
3,0,0,0,0,0,0,0,1,0,0,0,C
5,0,0,1,0,0,0,0,0,0,0,0,C
4,0,0,1,0,0,0,2,0,1,0,0,B
7,0,0,1,0,0,0,2,0,0,0,0,B
2,0,0,1,0,0,0,0,0,1,0,0,C
2,0,0,1,1,0,1,2,0,0,0,0,B
2,0,0,0,0,0,1,0,0,0,0,0,C
11,0,0,1,0,0,1,0,0,0,0,0,B
2,0,0,0,0,0,1,0,0,0,0,0,C
3,0,0,0,1,0,1,2,0,0,0,0,B
4,0,0,0,0,0,0,0,0,0,0,0,C
1,0,1,0,1,0,0,2,1,0,0,1,A
2,0,0,1,0,1,0,4,1,0,1,1,A
4,0,1,1,1,0,1,2,0,1,0,0,A
3,0,0,0,0,0,1,0,0,0,0,0,C
14,0,0,0,0,0,0,0,0,1,0,0,A
4,17,0,0,1,0,0,4,0,1,0,0,A
2,0,0,0,0,0,0,2,0,1,0,0,C
9,0,0,0,0,0,1,2,0,0,0,0,B
2,0,0,0,0,0,0,0,0,0,0,0,D
3,0,0,0,1,0,1,6,0,1,0,0,A
2,0,0,0,1,0,1,2,0,0,0,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
2,0,0,1,0,0,0,2,1,1,0,0,B
1,0,0,1,0,0,1,0,0,1,0,0,C
10,0,0,1,0,0,0,0,0,0,0,0,B
4,1,0,0,0,0,1,0,1,1,1,1,A
3,0,0,0,0,0,0,2,0,0,0,0,C
1,0,0,0,0,0,0,0,0,1,0,0,D
5,0,0,0,0,0,0,0,0,1,0,0,C
14,0,0,0,0,0,0,0,0,1,0,0,A
4,0,0,0,0,0,1,0,0,0,0,0,C
3,0,0,1,1,0,0,2,0,0,0,0,B
1,0,1,0,0,0,1,2,1,0,0,0,C
8,0,0,1,0,0,1,2,0,0,0,0,B
6,0,0,0,0,0,0,0,1,1,1,1,A
2,0,0,1,0,0,0,6,0,0,1,0,A
7,0,0,1,0,0,0,0,0,0,0,0,B
4,0,0,0,1,0,0,10,0,1,1,1,A
5,0,0,1,1,0,0,2,0,1,0,0,A
3,3,0,0,0,0,0,0,1,1,0,0,B
4,0,0,1,0,0,0,0,0,0,0,0,C
17,0,0,0,0,0,1,0,0,1,0,0,A
10,4,0,0,0,0,1,0,0,1,1,1,A
4,1,0,1,0,0,1,0,0,0,0,0,B
4,0,0,0,1,0,1,2,0,0,1,1,A
1,0,0,0,0,0,1,0,0,1,0,0,C
16,0,0,0,1,0,1,2,0,0,0,0,B
5,0,0,1,0,0,0,2,0,0,0,0,B
3,0,0,1,1,0,1,4,0,0,0,0,B
5,0,0,0,0,0,1,0,0,0,0,0,C
7,0,0,0,0,0,0,0,0,1,0,0,B
5,0,0,1,0,0,1,0,0,1,1,0,B
4,0,0,0,0,0,1,0,1,0,1,0,B
4,4,0,0,1,0,0,4,1,0,0,0,A
3,0,0,1,0,0,1,0,0,0,1,0,C
6,0,0,0,0,0,0,0,0,1,0,1,B
4,0,0,0,0,0,1,0,0,1,1,1,B
8,0,0,1,0,0,1,8,0,0,0,0,B
12,0,0,0,1,0,0,6,0,0,0,0,B
3,5,1,0,0,0,0,4,0,1,0,0,A
11,0,1,0,0,0,1,0,0,0,0,0,B
5,0,0,0,1,0,1,6,0,0,0,0,B
8,0,0,0,0,0,0,0,0,0,0,0,B
3,1,0,0,0,0,1,2,1,1,1,0,A
7,0,0,0,0,0,0,2,0,0,0,0,B
3,0,0,1,0,0,1,0,0,0,1,0,C
9,0,0,0,0,0,0,0,0,0,0,0,B
8,0,0,1,0,0,1,0,0,0,0,0,B
4,0,0,0,0,0,1,0,1,1,1,1,B
5,0,0,0,0,0,1,0,0,1,0,1,B
6,1,0,0,0,0,0,0,1,0,1,0,B
3,0,1,0,0,0,0,0,0,0,0,0,C
5,0,0,0,0,0,0,0,0,0,0,0,C
5,0,0,1,1,0,0,2,0,0,0,0,B
3,0,0,0,0,0,0,0,1,0,0,1,C
5,12,0,1,0,0,1,0,0,0,1,0,A
4,0,0,0,0,1,0,2,0,1,1,1,A
7,4,0,0,0,0,1,0,0,0,0,0,B
2,0,0,0,0,0,1,0,0,0,0,0,C
3,0,0,0,0,0,0,4,0,0,1,1,B
18,0,0,0,0,1,0,2,1,0,1,1,A
1,1,0,0,0,0,1,0,0,0,0,0,C
6,0,0,0,0,0,1,0,0,0,0,0,B
4,0,0,0,0,0,0,0,0,0,0,0,C
5,1,0,0,0,0,0,0,0,1,0,1,B
3,0,0,1,0,0,0,0,0,0,0,0,C
3,1,0,1,0,0,1,0,0,1,0,0,B
2,0,0,0,0,0,0,0,0,1,1,1,C
5,2,0,0,1,0,0,4,0,0,1,0,A
4,1,0,0,0,0,0,0,0,1,0,0,C
3,0,1,0,1,0,0,2,1,0,0,0,A
4,0,0,1,0,0,1,0,0,1,0,0,B
5,0,0,1,0,0,1,0,0,0,0,0,B
2,0,0,0,0,0,1,4,0,0,0,0,B
7,0,0,0,1,0,0,2,0,0,0,0,B
2,0,0,0,1,0,1,2,1,1,1,1,A
1,1,0,0,0,0,0,0,0,0,0,0,D
9,0,0,1,1,0,0,2,0,0,0,0,B
4,2,0,0,0,0,1,0,0,0,0,0,B
7,0,0,0,1,0,1,4,0,0,0,0,B
4,0,0,1,0,0,0,0,0,0,0,0,C
3,0,0,1,0,0,1,0,0,0,0,0,C
2,3,0,1,0,0,1,4,0,1,0,0,A
2,0,0,0,1,0,0,6,0,0,0,0,B
3,0,0,1,1,0,1,4,0,1,0,0,A
10,0,0,1,1,0,0,2,0,1,0,0,A
2,0,0,0,1,0,1,2,1,0,1,0,B
5,0,0,1,1,0,0,6,0,1,0,0,A
1,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,1,0,0,0,0,0,D
12,3,0,1,0,0,0,0,0,1,0,0,A
2,1,0,0,1,0,1,6,0,0,0,0,B
11,0,0,0,1,0,1,4,0,0,0,0,B
7,0,0,1,0,0,1,0,0,0,1,0,A
2,0,1,0,1,0,1,2,0,0,0,0,A
2,0,0,0,0,0,0,4,0,0,1,0,B
9,4,0,0,1,0,0,2,0,1,1,0,A
2,0,0,1,1,0,0,2,0,0,0,0,C
4,0,0,0,0,0,1,2,0,0,0,1,B
3,4,0,0,1,0,0,2,1,1,0,0,A
5,0,0,0,0,0,0,0,0,1,0,0,C
6,0,0,1,0,0,0,0,1,0,1,1,A
4,0,0,1,0,0,0,0,1,0,0,0,C
2,0,0,0,1,0,0,2,1,0,0,0,C
5,0,0,1,1,0,0,2,0,0,0,0,B
3,0,0,0,0,0,1,2,1,0,0,0,B
2,0,0,1,1,0,0,2,1,0,0,0,B
4,0,0,0,0,0,0,0,0,0,0,0,C
14,0,0,0,0,0,1,0,1,1,0,1,A
3,0,0,0,0,0,1,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
4,0,0,0,0,0,0,0,0,0,0,0,C
3,0,0,1,1,0,1,2,1,0,1,0,A
3,0,0,0,0,0,0,0,0,0,0,0,C
2,1,0,0,0,0,0,2,0,0,0,1,C
7,2,0,1,1,0,1,2,0,0,0,0,B
3,0,0,1,1,0,0,2,0,0,0,0,B
7,0,0,1,0,0,0,2,0,0,0,0,B
6,0,0,0,0,0,0,2,1,0,0,0,B
5,0,0,1,0,0,0,0,0,0,0,0,C
4,0,1,0,0,0,0,4,0,1,0,0,A
3,0,0,1,0,0,0,0,0,0,0,0,C
1,0,1,0,0,0,1,2,0,0,0,0,C
3,0,0,1,0,0,1,2,0,0,0,0,B
9,0,0,1,1,0,1,16,0,0,0,0,B
17,0,0,0,0,0,1,0,0,0,0,0,B
11,0,0,0,0,0,1,0,1,0,0,0,A
4,0,0,1,0,0,0,0,1,0,0,0,C
2,0,0,0,0,0,0,0,0,0,1,1,C
4,2,0,0,1,0,1,2,0,1,0,0,A
4,0,0,0,0,0,0,4,1,0,0,0,B
6,0,0,0,0,0,0,0,1,0,1,0,B
2,0,0,1,0,0,0,4,0,0,0,0,B
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,0,0,1,0,0,1,0,1,C
7,0,0,1,0,0,0,2,0,0,0,0,B
3,0,0,0,0,0,0,2,0,0,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,1,0,1,0,0,0,C
6,0,0,0,0,0,0,0,1,0,0,1,B
1,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,1,0,0,0,D
2,0,0,1,0,0,1,0,0,0,0,1,C
1,0,0,0,0,0,0,0,0,0,0,1,D
2,0,0,0,0,0,1,0,1,0,0,1,C
1,0,0,0,0,0,0,0,0,1,0,0,D
2,0,0,0,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,0,1,0,1,C
1,0,0,1,0,0,0,0,0,1,0,1,C
2,0,0,0,0,0,0,0,1,1,0,1,C
3,0,0,0,0,0,0,0,0,0,0,1,C
2,0,0,1,0,0,0,0,0,0,0,0,C
2,0,0,1,0,0,1,0,0,0,0,1,C
4,0,0,1,0,0,1,0,0,1,0,1,B
3,0,0,1,0,0,0,0,0,0,0,1,C
1,0,0,0,0,0,1,0,0,1,0,1,C
3,1,0,0,0,0,0,0,1,1,0,0,C
3,0,0,1,0,0,1,0,0,1,1,1,B
3,0,0,1,0,0,1,0,0,0,0,1,C
3,0,0,1,0,0,1,2,0,1,0,1,B
1,0,0,0,0,0,1,0,0,0,0,0,D
1,0,0,0,0,0,1,0,0,0,0,0,D
4,0,0,1,0,0,0,2,0,0,1,1,B
2,0,0,1,0,0,1,0,0,1,0,1,C
7,0,0,0,0,0,1,0,0,0,0,1,B
5,0,0,0,0,0,0,0,0,0,1,1,B
1,1,0,1,0,0,0,0,0,1,0,0,C
1,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,0,0,1,0,0,0,0,0,D
3,0,0,0,0,0,1,0,0,1,0,1,C
2,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,1,0,0,1,0,1,0,0,0,C
2,0,0,0,0,0,0,0,0,1,0,0,C
2,0,0,0,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,1,0,0,1,0,1,C
3,0,0,1,0,0,0,0,0,0,0,1,C
4,0,0,0,1,0,0,4,0,1,0,1,A
1,0,0,0,0,0,1,0,1,0,0,0,C
1,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,1,0,0,0,0,0,0,0,1,C
1,1,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,1,0,0,1,0,0,0,0,0,C
1,0,0,0,0,0,0,0,1,0,0,1,C
2,1,0,1,0,0,0,0,1,1,0,1,B
5,0,0,0,0,0,1,0,0,1,0,0,B
2,0,0,1,0,0,1,0,0,0,0,1,C
3,0,0,0,0,0,1,0,0,0,1,1,C
3,0,0,0,0,0,0,0,0,0,0,0,C
3,0,0,1,0,0,1,2,0,0,0,0,B
4,0,0,1,0,0,0,0,0,0,0,0,C
2,0,0,0,0,0,1,0,0,1,0,0,C
6,0,0,0,0,0,1,0,1,1,0,0,B
2,0,0,0,0,0,0,0,0,0,0,0,D
2,0,0,0,0,0,0,0,0,1,1,1,C
5,0,0,0,0,0,0,2,0,0,0,0,B
1,0,0,0,0,0,0,0,0,1,0,1,C
2,0,0,1,0,0,1,0,0,0,0,0,C
10,0,0,1,0,0,1,0,0,0,0,0,B
0,0,0,0,0,0,1,0,1,1,0,1,C
10,0,0,0,0,0,1,0,0,0,0,0,B
2,2,0,0,0,0,0,0,0,1,0,1,C
4,0,0,0,1,0,0,2,0,0,0,0,B
9,1,0,0,0,0,1,0,0,0,0,0,B
1,0,0,1,0,0,0,0,1,0,0,0,C
1,0,0,0,0,0,0,0,1,0,0,1,C
1,0,0,1,0,0,1,0,1,1,0,1,C
2,0,0,0,0,0,0,0,0,0,0,1,C
2,0,0,0,0,0,1,0,0,1,0,0,C
1,0,0,0,0,0,0,0,0,0,0,0,D
1,0,0,0,0,0,0,0,1,0,0,1,C
2,0,0,1,0,0,1,0,1,0,0,1,C
2,1,0,0,0,0,0,2,0,0,0,0,C
1,0,0,0,0,0,1,0,0,0,0,1,C
1,0,0,0,0,0,1,0,1,0,0,0,C
1,1,0,0,0,0,0,0,1,0,0,0,C
1,0,0,0,0,0,1,0,1,1,0,0,C
